rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
41,0481-12-29T12:00:00Z,0482-01-24T12:00:00Z,27,0482-01-13T12:00:00Z,1,1,2,3.2769758701324463,"[{""component_p"":2.1625830413540825e-05,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f01_2026_sep01"",""f03_2026_feb28"",""f04_2023_oct07"",""f06_2025_sep10""],""module_ids"":[""m002"",""m009"",""m012"",""m018""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.0024437187239527702,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
42,1317-12-04T12:00:00Z,1317-12-30T12:00:00Z,27,1317-12-19T12:00:00Z,1,1,2,3.2077105045318604,"[{""component_p"":4.0548431570641696e-05,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.001528675900772214,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
43,1847-08-31T12:00:00Z,1847-09-23T12:00:00Z,24,1847-09-22T12:00:00Z,1,1,2,3.163846492767334,"[{""component_p"":8.109685950330459e-06,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.008455699309706688,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
44,0464-08-18T12:00:00Z,0464-09-14T12:00:00Z,28,0464-08-21T12:00:00Z,1,1,2,3.1614925861358643,"[{""component_p"":2.2977445041760802e-05,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.003000583965331316,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28"",""f10_1978_dec11""],""module_ids"":[""m030"",""m037""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
45,1787-03-12T12:00:00Z,1787-04-13T12:00:00Z,33,1787-03-28T12:00:00Z,1,1,2,3.1218817234039307,"[{""component_p"":4.5954890083521605e-05,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.0016435630386695266,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
46,1128-06-26T12:00:00Z,1128-07-13T12:00:00Z,18,1128-07-08T12:00:00Z,1,1,2,3.1143527030944824,"[{""component_p"":4.1900046198861673e-05,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.0018341407412663102,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
47,0117-02-05T12:00:00Z,0117-02-15T12:00:00Z,11,0117-02-09T12:00:00Z,1,1,2,3.100454568862915,"[{""component_p"":2.2977445041760802e-05,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]},{""component_p"":0.003453374607488513,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
48,0956-02-17T12:00:00Z,0956-03-25T12:00:00Z,38,0956-03-08T12:00:00Z,1,1,2,3.091146230697632,"[{""component_p"":1.6219371900660917e-05,""best_module_id"":""m044"",""best_module_label"":""Uranus\u2013Mercury/Venus\u2013Mars routing module"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043"",""m044""],""bodies"":[""Uranus"",""Mercury"",""Venus"",""Mars""]},{""component_p"":0.004998269956558943,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11"",""f10_1978_dec11""],""module_ids"":[""m016"",""m036""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
49,0842-02-14T12:00:00Z,0842-02-26T12:00:00Z,13,0842-02-22T12:00:00Z,1,1,2,3.0373833179473877,"[{""component_p"":1.0812915206770413e-05,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.008485434576869011,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]}]"
50,0352-05-06T12:00:00Z,0352-05-28T12:00:00Z,23,0352-05-15T12:00:00Z,1,1,2,3.011070489883423,"[{""component_p"":1.4867758181935642e-05,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.006556681357324123,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
51,0980-03-19T12:00:00Z,0980-03-19T12:00:00Z,1,0980-03-19T12:00:00Z,1,1,2,3.010427951812744,"[{""component_p"":1.3516143553715665e-05,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007223027292639017,""best_module_id"":""m012"",""best_module_label"":""Pluto\u2013Saturn\u2013Neptune\u2013Uranus routed scaffold"",""families"":[""f04_2023_oct07""],""module_ids"":[""m012""],""bodies"":[""Pluto"",""Saturn"",""Neptune"",""Uranus""]}]"
52,0752-12-10T12:00:00Z,0753-01-03T12:00:00Z,25,0752-12-23T12:00:00Z,1,1,2,3.002831220626831,"[{""component_p"":2.2977445041760802e-05,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.004323814529925585,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
53,0708-03-10T12:00:00Z,0708-04-07T12:00:00Z,29,0708-03-20T12:00:00Z,1,1,2,2.988558053970337,"[{""component_p"":3.379035842954181e-05,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0030384291894733906,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11"",""f14_2000_mar10""],""module_ids"":[""m035"",""m055""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
54,1039-02-04T12:00:00Z,1039-03-02T12:00:00Z,27,1039-02-15T12:00:00Z,1,1,2,2.9849257469177246,"[{""component_p"":2.1625830413540825e-05,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.004787418060004711,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28"",""f10_1978_dec11""],""module_ids"":[""m030"",""m037""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
55,0026-07-07T12:00:00Z,0026-08-10T12:00:00Z,35,0026-07-24T12:00:00Z,1,1,2,2.9840683937072754,"[{""component_p"":1.892260115710087e-05,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.005482147913426161,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
56,1236-05-28T12:00:00Z,1236-07-14T12:00:00Z,48,1236-06-23T12:00:00Z,1,1,2,2.944951057434082,"[{""component_p"":4.865811570198275e-05,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.0023328864481300116,""best_module_id"":""m040"",""best_module_label"":""Mars/Neptune opposite Jupiter/Uranus bundle"",""families"":[""f11_1913_dec23""],""module_ids"":[""m040""],""bodies"":[""Mars"",""Neptune"",""Jupiter"",""Uranus""]}]"
57,0670-03-17T12:00:00Z,0670-03-28T12:00:00Z,12,0670-03-21T12:00:00Z,1,1,2,2.9440853595733643,"[{""component_p"":2.9735516363871284e-05,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.0038250687066465616,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
58,0137-11-08T12:00:00Z,0137-11-24T12:00:00Z,17,0137-11-19T12:00:00Z,1,1,2,2.939436674118042,"[{""component_p"":1.3516143553715665e-05,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.00850570946931839,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
59,1456-04-22T12:00:00Z,1456-06-01T12:00:00Z,41,1456-05-21T12:00:00Z,1,1,2,2.9279274940490723,"[{""component_p"":4.0548431570641696e-05,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]},{""component_p"":0.002911377465352416,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
60,1019-10-28T12:00:00Z,1019-12-06T12:00:00Z,40,1019-11-19T12:00:00Z,1,1,2,2.90537691116333,"[{""component_p"":6.487748760264367e-05,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.0019165892153978348,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f06_2025_sep10"",""f08_1775_apr19""],""module_ids"":[""m017"",""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
61,0508-09-30T12:00:00Z,0508-11-04T12:00:00Z,36,0508-10-18T12:00:00Z,1,1,2,2.8954854011535645,"[{""component_p"":2.1625830413540825e-05,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.005882225930690765,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
62,1749-03-06T12:00:00Z,1749-03-08T12:00:00Z,3,1749-03-07T12:00:00Z,1,1,2,2.8857533931732178,"[{""component_p"":1.3516143553715665e-05,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009624846279621124,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
63,0658-12-13T12:00:00Z,0659-01-02T12:00:00Z,21,0658-12-28T12:00:00Z,1,1,2,2.8531877994537354,"[{""component_p"":2.2977445041760802e-05,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.006102538667619228,""best_module_id"":""m007"",""best_module_label"":""Six-body dual-double-node parade"",""families"":[""f03_2026_feb28""],""module_ids"":[""m007""],""bodies"":[""Mercury"",""Venus"",""Neptune"",""Saturn"",""Uranus"",""Jupiter""]}]"
64,1989-12-17T12:00:00Z,1990-01-19T12:00:00Z,34,1989-12-28T12:00:00Z,1,1,2,2.8470022678375244,"[{""component_p"":3.2438743801321834e-05,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.004384636878967285,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
65,0984-07-03T12:00:00Z,0984-07-08T12:00:00Z,6,0984-07-03T12:00:00Z,1,1,2,2.8408212661743164,"[{""component_p"":1.621937281015562e-05,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f02_2026_sep17"",""f04_2023_oct07"",""f05_2021_sep11"",""f06_2025_sep10""],""module_ids"":[""m004"",""m012"",""m013"",""m014"",""m016"",""m018""],""bodies"":[""Mars"",""Pluto"",""Neptune""]},{""component_p"":0.008894974365830421,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
66,0012-11-23T12:00:00Z,0012-12-10T12:00:00Z,18,0012-12-02T12:00:00Z,1,1,2,2.8155221939086914,"[{""component_p"":9.596462041372433e-05,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]},{""component_p"":0.001593553344719112,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]}]"
67,0058-03-21T12:00:00Z,0058-04-18T12:00:00Z,29,0058-04-13T12:00:00Z,1,1,2,2.794335126876831,"[{""component_p"":2.5680672479211353e-05,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]},{""component_p"":0.00625256821513176,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
68,1880-08-22T12:00:00Z,1880-08-24T12:00:00Z,3,1880-08-23T12:00:00Z,1,1,2,2.778132915496826,"[{""component_p"":9.596462041372433e-05,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.0017368245171383023,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
69,1684-01-26T12:00:00Z,1684-02-07T12:00:00Z,13,1684-02-05T12:00:00Z,1,1,2,2.769965648651123,"[{""component_p"":2.8383901735651307e-05,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f02_2026_sep17"",""f08_1775_apr19"",""f11_1913_dec23""],""module_ids"":[""m005"",""m027"",""m039""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]},{""component_p"":0.005983596667647362,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
70,0172-04-17T12:00:00Z,0172-04-17T12:00:00Z,1,0172-04-17T12:00:00Z,1,1,2,2.767366647720337,"[{""component_p"":2.0274215785320848e-05,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008427315391600132,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
71,1381-06-05T12:00:00Z,1381-06-29T12:00:00Z,25,1381-06-19T12:00:00Z,1,1,2,2.766360282897949,"[{""component_p"":2.9735516363871284e-05,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]},{""component_p"":0.005759228952229023,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
72,1021-11-24T12:00:00Z,1021-12-03T12:00:00Z,10,1021-12-03T12:00:00Z,1,1,2,2.746572256088257,"[{""component_p"":5.6767803471302614e-05,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.003157371189445257,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f06_2025_sep10"",""f08_1775_apr19"",""f09_1914_jun28"",""f12_1929_oct24""],""module_ids"":[""m017"",""m028"",""m031"",""m043""],""bodies"":[""Venus"",""Uranus""]}]"
73,1452-02-25T12:00:00Z,1452-02-26T12:00:00Z,2,1452-02-25T12:00:00Z,1,1,2,2.7424838542938232,"[{""component_p"":5.406457421486266e-05,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001"",""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.0033465970773249865,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
74,0584-09-19T12:00:00Z,0584-10-01T12:00:00Z,13,0584-09-24T12:00:00Z,1,1,2,2.731811285018921,"[{""component_p"":8.244847413152456e-05,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.0022490862756967545,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f02_2026_sep17"",""f11_1913_dec23""],""module_ids"":[""m005"",""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
75,1172-08-20T12:00:00Z,1172-09-04T12:00:00Z,16,1172-09-03T12:00:00Z,1,1,2,2.7260055541992188,"[{""component_p"":2.0274215330573497e-05,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f01_2026_sep01"",""f02_2026_sep17"",""f11_1913_dec23""],""module_ids"":[""m001"",""m005"",""m039""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009269371628761292,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]}]"
