rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
1562,0122-10-26T12:00:00Z,0122-10-31T12:00:00Z,6,0122-10-31T12:00:00Z,0,0,2,0.7696623802185059,"[{""component_p"":0.0030587033834308386,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.005556486546993256,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1563,0774-03-07T12:00:00Z,0774-03-07T12:00:00Z,1,0774-03-07T12:00:00Z,0,0,2,0.7693751454353333,"[{""component_p"":0.002931651659309864,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.005801128689199686,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
1564,1532-07-11T12:00:00Z,1532-08-03T12:00:00Z,24,1532-07-21T12:00:00Z,0,0,2,0.7690418362617493,"[{""component_p"":0.003137096995487809,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]},{""component_p"":0.005425380077213049,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
1565,2011-04-19T12:00:00Z,2011-04-25T12:00:00Z,7,2011-04-19T12:00:00Z,0,0,2,0.7680451273918152,"[{""component_p"":0.0018084599869325757,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]},{""component_p"":0.009432916529476643,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
1566,1822-03-01T12:00:00Z,1822-03-03T12:00:00Z,3,1822-03-02T12:00:00Z,0,0,2,0.7670525908470154,"[{""component_p"":0.00191118277143687,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]},{""component_p"":0.00894633587449789,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1567,1743-03-03T12:00:00Z,1743-03-03T12:00:00Z,1,1743-03-03T12:00:00Z,0,0,2,0.7668545246124268,"[{""component_p"":0.0023572153877466917,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007256817538291216,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
1568,2014-09-10T12:00:00Z,2014-10-08T12:00:00Z,29,2014-09-19T12:00:00Z,0,0,2,0.7664657831192017,"[{""component_p"":0.0026991739869117737,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.00634312629699707,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]}]"
1569,0968-06-19T12:00:00Z,0968-06-22T12:00:00Z,4,0968-06-19T12:00:00Z,0,0,2,0.7658874988555908,"[{""component_p"":0.0028262257110327482,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006066045258194208,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
1570,0780-07-19T12:00:00Z,0780-07-21T12:00:00Z,3,0780-07-20T12:00:00Z,0,0,2,0.7654578685760498,"[{""component_p"":0.003130338853225112,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005482147913426161,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f04_2023_oct07"",""f06_2025_sep10""],""module_ids"":[""m010"",""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]}]"
1571,0300-03-08T12:00:00Z,0300-03-08T12:00:00Z,1,0300-03-08T12:00:00Z,0,0,2,0.7650498747825623,"[{""component_p"":0.0019476762972772121,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.008819283917546272,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1572,0933-06-26T12:00:00Z,0933-06-29T12:00:00Z,4,0933-06-28T12:00:00Z,0,0,2,0.7604098916053772,"[{""component_p"":0.002058508573099971,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.008434073999524117,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1573,0021-05-27T12:00:00Z,0021-05-27T12:00:00Z,1,0021-05-27T12:00:00Z,0,0,2,0.7600547075271606,"[{""component_p"":0.00304924207739532,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001"",""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.005698406137526035,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1574,0238-12-28T12:00:00Z,0238-12-29T12:00:00Z,2,0238-12-28T12:00:00Z,0,0,2,0.7597466111183167,"[{""component_p"":0.00253292522393167,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006864849478006363,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
1575,0555-12-17T12:00:00Z,0555-12-17T12:00:00Z,1,0555-12-17T12:00:00Z,0,0,2,0.7589505314826965,"[{""component_p"":0.002177450805902481,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008000205270946026,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]}]"
1576,0537-08-20T12:00:00Z,0537-08-22T12:00:00Z,3,0537-08-21T12:00:00Z,0,0,2,0.7569823265075684,"[{""component_p"":0.002545089926570654,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.006875662133097649,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
1577,0312-07-01T12:00:00Z,0312-07-02T12:00:00Z,2,0312-07-01T12:00:00Z,0,0,2,0.7560208439826965,"[{""component_p"":0.0021112216636538506,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008307022042572498,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
1578,0914-09-08T12:00:00Z,0914-09-10T12:00:00Z,3,0914-09-09T12:00:00Z,0,0,2,0.7531098127365112,"[{""component_p"":0.0018746891291812062,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009418048895895481,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
1579,1349-05-30T12:00:00Z,1349-06-01T12:00:00Z,3,1349-05-31T12:00:00Z,0,0,2,0.7520101070404053,"[{""component_p"":0.0031033065170049667,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005703812465071678,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1580,1696-02-06T12:00:00Z,1696-02-20T12:00:00Z,15,1696-02-11T12:00:00Z,0,0,2,0.7513926029205322,"[{""component_p"":0.0036480072885751724,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.0048590535297989845,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
1581,0835-02-20T12:00:00Z,0835-02-22T12:00:00Z,3,0835-02-21T12:00:00Z,0,0,2,0.7510896921157837,"[{""component_p"":0.002061211969703436,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.00860572885721922,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
1582,0672-09-03T12:00:00Z,0672-09-04T12:00:00Z,2,0672-09-04T12:00:00Z,0,0,2,0.7486844062805176,"[{""component_p"":0.0018922601593658328,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009426158852875233,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]}]"
1583,0131-10-12T12:00:00Z,0131-10-14T12:00:00Z,3,0131-10-12T12:00:00Z,0,0,2,0.7483727335929871,"[{""component_p"":0.0027167447842657566,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28"",""f07_2008_sep15""],""module_ids"":[""m008"",""m021""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006570197641849518,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
1584,0646-04-08T12:00:00Z,0646-04-26T12:00:00Z,19,0646-04-13T12:00:00Z,0,0,2,0.7473951578140259,"[{""component_p"":0.0033912004437297583,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.005275350995361805,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]}]"
1585,1469-10-02T12:00:00Z,1469-10-04T12:00:00Z,3,1469-10-03T12:00:00Z,0,0,2,0.7471137046813965,"[{""component_p"":0.002681602956727147,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.00667562335729599,""best_module_id"":""m036"",""best_module_label"":""Pluto\u2013Uranus\u2013Neptune midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m036""],""bodies"":[""Pluto"",""Uranus"",""Neptune""]}]"
1586,1375-03-01T12:00:00Z,1375-03-06T12:00:00Z,6,1375-03-03T12:00:00Z,0,0,2,0.7455334663391113,"[{""component_p"":0.0026275382842868567,""best_module_id"":""m043"",""best_module_label"":""Uranus opposite Mercury/Venus gate"",""families"":[""f12_1929_oct24""],""module_ids"":[""m043""],""bodies"":[""Uranus"",""Mercury"",""Venus""]},{""component_p"":0.006837816908955574,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
1587,0514-12-02T12:00:00Z,0514-12-03T12:00:00Z,2,0514-12-03T12:00:00Z,0,0,2,0.745429515838623,"[{""component_p"":0.003262797137722373,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005507828667759895,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
1588,1674-10-19T12:00:00Z,1674-10-20T12:00:00Z,2,1674-10-20T12:00:00Z,0,0,2,0.7452618479728699,"[{""component_p"":0.00394806545227766,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.004553589038550854,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
1589,1200-08-10T12:00:00Z,1200-08-13T12:00:00Z,4,1200-08-11T12:00:00Z,0,0,2,0.7442487478256226,"[{""component_p"":0.0030911420471966267,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.005829512607306242,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
1590,1650-01-22T12:00:00Z,1650-01-29T12:00:00Z,8,1650-01-22T12:00:00Z,0,0,2,0.7438749670982361,"[{""component_p"":0.0018044051248580217,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]},{""component_p"":0.009995188564062119,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
1591,0047-12-05T12:00:00Z,0047-12-07T12:00:00Z,3,0047-12-06T12:00:00Z,0,0,2,0.7435005307197571,"[{""component_p"":0.0019814667757600546,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009109880775213242,""best_module_id"":""m040"",""best_module_label"":""Mars/Neptune opposite Jupiter/Uranus bundle"",""families"":[""f11_1913_dec23""],""module_ids"":[""m040""],""bodies"":[""Mars"",""Neptune"",""Jupiter"",""Uranus""]}]"
1592,1443-03-16T12:00:00Z,1443-03-28T12:00:00Z,13,1443-03-20T12:00:00Z,0,0,2,0.7434317469596863,"[{""component_p"":0.002536980202421546,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]},{""component_p"":0.007116249762475491,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
1593,0573-05-03T12:00:00Z,0573-05-04T12:00:00Z,2,0573-05-04T12:00:00Z,0,0,2,0.7433277368545532,"[{""component_p"":0.0019949828274548054,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009051761589944363,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
1594,1200-08-28T12:00:00Z,1200-08-30T12:00:00Z,3,1200-08-29T12:00:00Z,0,0,2,0.7429471015930176,"[{""component_p"":0.0019436214352026582,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009299106895923615,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
1595,0089-05-28T12:00:00Z,0089-05-31T12:00:00Z,4,0089-05-30T12:00:00Z,0,0,2,0.7423499226570129,"[{""component_p"":0.0021031119395047426,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.00860572885721922,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
1596,0496-10-31T12:00:00Z,0496-10-31T12:00:00Z,1,0496-10-31T12:00:00Z,0,0,2,0.7409542798995972,"[{""component_p"":0.0033006423618644476,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f09_1914_jun28"",""f10_1978_dec11""],""module_ids"":[""m030"",""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.005501070525497198,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1597,1604-10-16T12:00:00Z,1604-11-01T12:00:00Z,17,1604-10-24T12:00:00Z,0,0,2,0.7406090497970581,"[{""component_p"":0.0028586643747985363,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.006356642581522465,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
1598,1874-01-19T12:00:00Z,1874-01-20T12:00:00Z,2,1874-01-19T12:00:00Z,0,0,2,0.74049311876297,"[{""component_p"":0.003984559327363968,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28"",""f12_1929_oct24""],""module_ids"":[""m008"",""m044""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.004561698529869318,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
1599,0693-12-14T12:00:00Z,0693-12-24T12:00:00Z,11,0693-12-21T12:00:00Z,0,0,2,0.7391866445541382,"[{""component_p"":0.0024950802326202393,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.0073068272322416306,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
1600,0893-12-14T12:00:00Z,0893-12-15T12:00:00Z,2,0893-12-15T12:00:00Z,0,0,2,0.7386456727981567,"[{""component_p"":0.0035344716161489487,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.005164518486708403,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
1601,0010-04-07T12:00:00Z,0010-04-07T12:00:00Z,1,0010-04-07T12:00:00Z,0,0,2,0.7376476526260376,"[{""component_p"":0.0023166669998317957,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007897483184933662,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
1602,0783-07-21T12:00:00Z,0783-07-21T12:00:00Z,1,0783-07-21T12:00:00Z,0,0,2,0.737098753452301,"[{""component_p"":0.0022288120817393064,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.008219166658818722,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
1603,0878-04-24T12:00:00Z,0878-04-24T12:00:00Z,1,0878-04-24T12:00:00Z,0,0,2,0.7370840311050415,"[{""component_p"":0.0020517506636679173,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.00892876461148262,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
1604,0509-04-10T12:00:00Z,0509-04-25T12:00:00Z,16,0509-04-22T12:00:00Z,0,0,2,0.7367247343063354,"[{""component_p"":0.0023085572756826878,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.007942086085677147,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
1605,0635-09-11T12:00:00Z,0635-09-13T12:00:00Z,3,0635-09-12T12:00:00Z,0,0,2,0.7364458441734314,"[{""component_p"":0.0025099478662014008,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.007309530396014452,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
